Gene,Retene_Rep1,Retene_Rep2,Retene_Rep3,Retene_Rep4,Control1_Rep1,Control1_Rep2,Control1_Rep3,Control1_Rep4
ENSDARG00000059039.5,7.302748958,7.507429145,7.308040299,7.167690351,7.044317052,6.684118973,6.994456462,7.183303143
ENSDARG00000102540.1,6.994307271,6.661613352,6.457018342,6.482024712,6.694880293,6.684118973,6.770789282,6.219712612
ENSDARG00000094888.3,6.219712612,6.219712612,6.219712612,6.672812111,6.219712612,6.219712612,7.128659551,6.219712612
ENSDARG00000102722.2,7.457542291,7.238798128,7.610349145,7.133073896,8.057153292,7.90301284,7.811299963,7.669242388
ENSDARG00000105085.1,6.39489751,6.219712612,6.90586665,6.998252144,6.780937814,6.395891062,6.58833111,6.966968687
ENSDARG00000041433.5,7.864486356,7.890090664,7.787394371,7.735914554,7.676473811,7.486052817,7.650362608,7.669242388
ENSDARG00000086352.4,6.219712612,6.219712612,6.594295998,6.219712612,6.645096499,6.773772799,6.670568393,6.219712612
ENSDARG00000098741.1,6.713106806,6.580990472,6.747986485,6.63361504,6.793975148,6.524485248,6.828142443,6.219712612
ENSDARG00000105498.1,6.219712612,6.219712612,6.62981952,6.63361504,6.694880293,6.649932262,6.219712612,6.219712612
ENSDARG00000019949.8,11.86667528,12.02314654,11.67810728,11.80740378,11.53380607,11.32160756,11.81575873,11.37539261
ENSDARG00000099351.1,8.321184967,8.71030913,8.3346558,8.516181878,8.184634548,8.174747897,8.972852851,8.237870847
ENSDARG00000019763.9,10.84756851,11.03188366,11.06146748,11.12156588,10.61446696,10.86867531,10.49711593,10.55799309
ENSDARG00000098087.2,6.770681927,7.20862333,7.048228942,6.831150346,7.070051677,6.800464485,7.436752224,7.280833212
ENSDARG00000097091.1,6.610483016,6.47550747,6.662432489,6.219712612,6.56745422,6.219712612,6.219712612,6.219712612
ENSDARG00000090847.3,10.48430988,9.14665304,9.850414262,9.532705379,8.447333196,9.570743186,8.738518336,9.412427866
ENSDARG00000026820.10,8.027346633,7.897989549,7.429774423,7.920327961,7.574561416,7.441793633,7.670543403,7.382731221
ENSDARG00000039501.9,6.681518969,7.075681577,6.773465933,6.773520828,6.843266473,6.219712612,6.828142443,6.596459811
ENSDARG00000002311.8,8.315926315,8.297503365,8.182954924,8.271286584,8.560145209,8.770813264,9.011795271,8.75275378
ENSDARG00000016667.12,8.53382377,8.37501707,8.533417059,8.614060143,8.699714976,8.858772081,8.690822165,8.553774669
ENSDARG00000041623.3,9.007174892,9.197435444,9.564367712,9.769435296,8.354634506,8.879905652,8.864579928,8.99440442
ENSDARG00000094196.2,6.219712612,6.62337179,6.457018342,6.590170514,6.342918232,6.219712612,6.219712612,6.219712612
ENSDARG00000102542.1,8.072866469,7.808036788,7.619044422,8.108144206,7.889508537,8.198333392,7.179824583,7.658733311
ENSDARG00000092380.2,6.610483016,6.219712612,6.662432489,6.219712612,6.931107748,6.800464485,6.480718748,6.219712612
ENSDARG00000076991.2,7.412496666,7.623803906,7.610349145,7.667178296,7.645072783,7.818341247,7.509063804,7.423267918
ENSDARG00000094653.4,6.219712612,6.661613352,6.62981952,6.219712612,6.678905157,6.219712612,6.219712612,6.596459811
ENSDARG00000098638.1,6.219712612,6.219712612,6.219712612,6.540757883,6.219712612,6.649932262,6.219712612,6.546215898
ENSDARG00000012499.8,11.02282214,11.09451644,11.23800432,11.10059374,11.2681994,11.36123603,11.68354557,11.48178735
ENSDARG00000044034.5,8.153211559,8.120286799,8.628370103,8.307519207,8.540533614,8.299376245,8.199911624,8.469449244
ENSDARG00000093436.4,6.647520759,6.219712612,6.594295998,6.219712612,6.608265996,6.219712612,6.219712612,6.219712612
ENSDARG00000093431.2,7.365277385,6.842259183,6.219712612,7.232908845,7.216080982,7.29553043,7.288462934,7.032362888
ENSDARG00000102927.1,6.770681927,7.161264449,7.387274827,7.293591096,7.328468836,7.087988582,7.179824583,7.032362888
ENSDARG00000092501.3,6.522770694,6.219712612,6.219712612,6.219712612,6.662333803,6.219712612,6.219712612,6.812908824
ENSDARG00000016412.4,7.601159096,8.010614449,7.894036239,7.960283769,8.091820932,8.049672187,8.298592455,8.301304842
ENSDARG00000013020.8,8.70927049,8.606123598,8.677128539,8.997895208,8.819092403,8.747907387,8.39577309,8.712515883
ENSDARG00000095032.3,6.822548544,6.532791877,6.219712612,6.219712612,7.134761861,7.01736679,6.219712612,6.219712612
ENSDARG00000061634.8,10.12219059,10.21782848,10.08309533,10.25026849,8.985391877,8.948091206,9.122457157,9.167777871
ENSDARG00000104595.1,6.219712612,6.78874119,6.821045746,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612
ENSDARG00000069481.3,6.681518969,6.532791877,6.510188452,6.708784654,7.24382655,6.800464485,6.58833111,6.408487223
ENSDARG00000105731.1,6.610483016,6.729319182,6.692737643,6.482024712,6.645096499,6.468712239,6.706366022,6.486490465
ENSDARG00000103254.1,7.412496666,6.958359411,7.234237307,7.096907205,7.376950483,7.19809147,7.258767771,7.217042466
ENSDARG00000030307.8,9.047543786,8.849189231,9.205378502,9.362403589,8.822659469,8.900718678,9.24282024,9.277461603
ENSDARG00000006094.8,9.808229541,9.495002693,9.912619085,10.11642191,9.955634125,10.13362221,9.64178895,9.758058364
ENSDARG00000104978.1,7.353100396,6.936754662,7.181351208,6.998252144,7.19467142,6.896256718,7.128659551,6.71705336
ENSDARG00000101948.1,7.786033476,7.075681577,7.519248284,7.336580688,7.753364766,7.282246892,7.485528879,7.658733311
ENSDARG00000098449.1,6.219712612,6.62337179,6.219712612,6.219712612,6.521047176,6.219712612,6.219712612,6.219712612
ENSDARG00000078339.1,8.294675025,7.824915636,8.088188091,7.791667565,8.268398938,8.082138789,7.640131009,8.056352977
ENSDARG00000052646.4,6.870076341,7.296220977,6.925377061,7.058987531,6.85495816,6.684118973,7.302953048,6.751021252
ENSDARG00000094403.2,7.162940222,6.219712612,6.62981952,6.219712612,6.432981617,7.168111878,6.631562681,6.546215898
ENSDARG00000104956.2,7.400905912,8.052891762,7.710383703,7.74539869,7.797903234,8.341855382,7.598211284,7.604613621
ENSDARG00000104218.1,6.975135499,7.350242071,7.470521133,7.308144609,6.910269434,7.121003317,7.31721775,7.072915748
ENSDARG00000101687.1,7.930871846,7.816506955,8.453126495,8.246551099,8.131582663,8.198333392,7.936742294,8.17111938
ENSDARG00000027236.8,7.648063219,7.672794769,7.661505282,7.991320821,7.559883074,7.453042609,8.147543267,7.700182629
ENSDARG00000099538.1,8.431802068,8.391042663,8.662312987,7.960283769,8.289839644,8.31012755,8.60424821,8.469449244
ENSDARG00000103275.1,6.955418233,6.979298833,6.90586665,6.590170514,6.999332452,6.745659104,7.035308233,6.989443413
ENSDARG00000009822.10,8.060031488,8.347862016,8.50439934,8.336955106,8.396918512,8.238582062,8.42841339,8.19151619
ENSDARG00000103197.1,6.955418233,7.267969669,6.821045746,6.590170514,6.961183316,6.612688414,6.739619213,6.486490465
ENSDARG00000098852.1,9.334213619,9.406854884,9.348392345,9.599179378,9.360371089,9.227314066,9.672643909,9.644224728
ENSDARG00000103081.1,6.219712612,6.219712612,6.457018342,6.883530134,6.219712612,6.612688414,6.219712612,6.219712612
ENSDARG00000042988.7,9.150731948,8.531883723,8.709881107,8.875051835,8.908943619,9.542757715,8.864579928,8.983279192
ENSDARG00000052949.4,6.797228536,6.219712612,7.167598514,6.219712612,6.465899927,6.395891062,6.480718748,6.219712612
ENSDARG00000060372.6,10.24548102,9.978963147,10.42287191,10.39275164,10.2269463,10.48787375,10.12934943,10.25924871
ENSDARG00000092938.2,6.681518969,6.219712612,6.219712612,6.482024712,6.662333803,6.918027383,6.539161672,6.486490465
ENSDARG00000074723.5,8.352296435,8.26865342,8.537511215,8.855443274,8.433125401,8.535723348,8.268563491,8.618565157
ENSDARG00000077220.5,6.219712612,7.111026023,7.064187828,6.672812111,6.941283821,6.825922372,6.58833111,6.919661333
ENSDARG00000078187.5,8.693512558,8.396341141,8.823633403,8.678556263,8.893807643,9.013062075,9.083229376,8.890890849
ENSDARG00000043802.5,8.239958347,8.536646731,8.076550904,8.227680459,8.518398694,8.68889194,8.465496394,8.06384466
ENSDARG00000032990.10,9.731306925,9.458941499,9.950162148,9.981201937,9.618261066,9.748787741,9.605683755,9.648865114
ENSDARG00000092670.1,6.219712612,7.038630328,6.692737643,6.219712612,6.899592223,7.035657945,6.219712612,6.486490465
ENSDARG00000094032.1,6.219712612,7.038630328,6.692737643,6.219712612,6.899592223,7.035657945,6.219712612,6.486490465
ENSDARG00000095285.1,6.219712612,7.038630328,6.692737643,6.219712612,6.899592223,7.035657945,6.219712612,6.486490465
ENSDARG00000106989.1,7.542018244,7.425909514,7.880365926,7.853470578,7.524814002,7.569214416,7.532072388,7.637407842
ENSDARG00000015355.8,7.833737615,7.473295521,7.68621387,7.773384451,7.859763493,7.549038303,7.690361293,7.637407842
ENSDARG00000098369.1,6.219712612,7.267969669,7.124908979,7.293591096,6.961183316,7.137010915,6.706366022,6.943733381
ENSDARG00000090656.4,8.616042087,8.453253519,8.49176625,8.75294583,8.50944045,8.461565416,8.206307825,8.666358446
ENSDARG00000062785.5,9.42820618,9.35013937,9.425550599,8.859387492,9.414927825,9.787731815,9.601105223,9.742963983
ENSDARG00000092469.1,6.219712612,6.532791877,6.773465933,6.883530134,6.920772019,6.219712612,6.631562681,6.596459811
ENSDARG00000104925.1,6.822548544,6.219712612,6.457018342,6.908131662,6.866425291,6.745659104,6.739619213,6.919661333
ENSDARG00000020057.9,9.244148895,8.856714015,9.504799631,9.653774475,9.360371089,9.462236618,9.25166337,9.370744807
ENSDARG00000013966.8,12.2630875,12.68513881,12.54513151,11.51804927,12.49845222,11.83436633,10.85497982,11.3280943
ENSDARG00000100865.1,7.207295974,7.507429145,7.398074631,7.479474669,7.423099083,7.346826074,7.054911128,7.217042466
ENSDARG00000089936.3,9.882898724,9.872070697,9.824751183,9.765315338,8.946884376,8.696910847,8.958415267,9.164513959
ENSDARG00000090392.3,6.219712612,7.111026023,6.944322344,6.976813512,6.662333803,7.255077977,6.539161672,6.71705336
ENSDARG00000060641.6,7.116072287,6.78874119,7.110163359,7.442518113,7.052993282,7.346826074,7.035308233,7.183303143
ENSDARG00000076697.3,9.222723606,9.019306615,9.506826213,9.447544214,9.227278905,9.24891107,8.891505927,9.246990983
ENSDARG00000094902.3,6.770681927,6.816134549,6.457018342,6.998252144,6.831337315,6.571416938,6.904758189,6.219712612
ENSDARG00000063157.5,10.48430988,10.12335598,10.46485597,10.53564816,10.33514515,10.65986594,10.15755103,10.40415711
ENSDARG00000102897.1,6.713106806,6.816134549,6.219712612,6.590170514,6.432981617,6.524485248,6.219712612,6.219712612
ENSDARG00000098587.1,6.219712612,6.219712612,6.885741224,6.219712612,6.342918232,6.219712612,6.219712612,6.219712612
ENSDARG00000088443.2,6.892504611,6.580990472,6.219712612,6.883530134,7.119074004,6.998602243,6.219712612,6.894662578
ENSDARG00000036998.3,8.909252675,9.042452378,9.182608089,9.418853923,9.109418152,9.374392293,9.206877976,9.316108345
ENSDARG00000102656.1,6.610483016,6.696712405,6.721153906,6.742199673,6.662333803,6.219712612,6.631562681,7.072915748
ENSDARG00000092418.3,6.713106806,6.999626812,6.219712612,6.219712612,6.432981617,6.571416938,6.219712612,6.546215898
ENSDARG00000086977.2,6.219712612,6.219712612,6.747986485,6.773520828,6.608265996,6.715881313,6.219712612,6.640632159
ENSDARG00000054253.6,8.294675025,8.190450787,8.348887339,8.972736663,8.468361626,8.597384401,8.470709819,8.474879728
ENSDARG00000035665.6,7.177986734,8.010614449,7.991858657,7.667178296,8.069872369,7.475168839,7.82009366,7.700182629
ENSDARG00000099152.1,6.522770694,6.580990472,7.124908979,6.857912417,6.910269434,6.998602243,6.828142443,7.474849962
ENSDARG00000004898.8,7.572001552,7.238798128,7.627670257,7.52674739,7.569691246,7.087988582,7.520632057,6.894662578
ENSDARG00000093799.2,9.409430645,9.226466953,9.67826906,9.68685888,9.465206797,9.529652181,9.303581094,9.577611521
ENSDARG00000044422.7,10.82845919,10.51710962,10.48946903,10.32885239,10.46498855,10.79908028,10.16836989,10.70469702
ENSDARG00000094172.1,6.84679087,6.958359411,6.747986485,6.708784654,6.494875219,6.715881313,6.670568393,6.680483164
ENSDARG00000099327.1,7.901824781,7.921375827,7.015245714,7.549596928,7.584235189,7.538802941,7.196203391,7.325873336
ENSDARG00000094952.2,7.249468636,7.551248793,7.387274827,7.593858669,7.472557094,7.464166531,7.385451544,7.396431987
ENSDARG00000098420.2,7.938024547,7.799504065,8.376891479,8.18907884,8.155437771,8.566909749,8.013594769,7.946347156
ENSDARG00000101938.1,6.647520759,7.223841818,6.773465933,6.773520828,6.941283821,6.773772799,6.219712612,7.011222723
ENSDARG00000042872.6,8.367577145,8.23914002,8.32026633,8.570900349,8.122518648,8.27760082,8.106783808,7.986786734
ENSDARG00000103063.1,9.035247421,8.646143264,8.651093508,8.886683803,8.684026366,8.96133227,8.546544433,8.878893544
ENSDARG00000100302.1,8.040525047,7.633779704,7.308040299,7.604642224,7.715578863,7.418905913,7.619374485,7.615656024
ENSDARG00000070214.4,7.753093744,7.449883478,7.816800976,7.754804032,7.707006701,7.939582766,7.598211284,7.637407842
ENSDARG00000093386.2,7.048924933,7.388816518,7.490291874,7.3224715,6.961183316,7.152708576,7.302953048,7.092409368
ENSDARG00000018896.9,9.42820618,9.229337224,9.564367712,9.640321574,9.66483597,9.86429524,9.740747928,9.760201678
ENSDARG00000078440.5,8.520365839,8.184231212,8.444384024,8.55619856,8.158388065,8.382988234,8.362297346,8.598961514
ENSDARG00000005713.7,9.629908824,9.696022489,9.623395254,9.552018757,8.650070209,8.442357311,8.75124042,8.68501102
ENSDARG00000099775.1,9.321695853,9.097105996,9.370872645,9.386874332,8.713294828,8.566909749,9.011795271,8.652197782
ENSDARG00000095106.4,7.235636304,6.979298833,7.208201675,7.019062911,7.008555378,7.05350709,6.904758189,6.71705336
ENSDARG00000026049.8,6.914159018,6.936754662,6.843404446,6.219712612,6.780937814,6.773772799,6.58833111,6.546215898
ENSDARG00000086751.1,6.467309736,6.867269039,6.662432489,6.742199673,6.219712612,6.524485248,6.539161672,6.219712612
ENSDARG00000060597.7,9.23882325,9.074861505,9.281088052,9.535134027,9.160556244,9.538402687,9.135291107,9.412427866
ENSDARG00000098354.1,6.569440766,6.219712612,6.662432489,6.708784654,6.521047176,6.649932262,6.739619213,6.546215898
ENSDARG00000098566.1,8.560338221,8.507809273,8.849837423,8.360031992,8.449686322,8.77836365,8.379142555,8.589051113
ENSDARG00000103401.1,7.468492744,7.323624103,7.55663848,7.232908845,7.569691246,7.618038848,7.520632057,7.111427474
ENSDARG00000040442.5,8.273067433,7.996190857,8.1775739,8.551261745,8.254814376,8.227211671,8.057481261,8.211589732
ENSDARG00000097973.1,8.952541785,9.776102403,9.703168131,9.271773258,8.738159051,8.977706876,9.734500121,9.494853043
ENSDARG00000025046.5,6.797228536,7.496177633,7.110163359,7.150564781,7.052993282,6.612688414,6.973117673,6.596459811
ENSDARG00000086931.2,7.27650262,7.20862333,7.490291874,7.593858669,7.334667177,7.371458408,7.331265913,7.462201535
ENSDARG00000103344.1,7.099821724,7.177348773,7.064187828,6.540757883,7.070051677,6.850296238,7.146071405,7.280833212
ENSDARG00000101175.1,7.833737615,7.473295521,7.907550613,8.155986968,7.967665065,8.132381273,7.70013899,8.041231573
ENSDARG00000038577.3,10.5323845,10.58724465,10.99364536,10.27502157,10.44084944,10.47661994,10.22571478,10.13800102
ENSDARG00000093052.2,7.048924933,7.310024432,7.55663848,7.058987531,7.417448487,7.383540175,7.212272672,7.280833212
ENSDARG00000104773.1,8.436614528,8.555530212,8.673439873,8.623465368,8.437878402,8.341855382,8.310410772,8.100637533
ENSDARG00000104897.1,6.610483016,6.62337179,6.721153906,6.831150346,6.725266133,6.850296238,6.670568393,6.486490465
ENSDARG00000091234.3,7.263087945,7.484800939,7.440118218,7.150564781,7.236972331,7.308623379,7.258767771,7.340411976
ENSDARG00000104434.1,7.162940222,7.144861169,7.644718905,7.515131445,7.589039286,7.518025471,7.49736401,7.462201535
ENSDARG00000102336.1,6.742721584,6.219712612,6.219712612,6.672812111,6.662333803,6.219712612,6.219712612,6.989443413
ENSDARG00000074085.4,6.39489751,7.363274224,7.365305083,7.336580688,7.63133427,6.800464485,7.163119881,6.680483164
ENSDARG00000089934.3,7.099821724,7.111026023,7.139388525,6.931822717,7.477904876,7.549038303,7.461436474,7.23342848
ENSDARG00000105378.1,6.797228536,6.729319182,6.457018342,6.482024712,6.393898805,6.219712612,6.219712612,6.894662578
ENSDARG00000094119.3,6.467309736,6.816134549,6.662432489,6.482024712,6.725266133,6.468712239,6.58833111,6.868629558
ENSDARG00000062974.8,7.930871846,7.719701381,7.940680612,8.283477785,8.018187884,8.107513196,7.811299963,7.986786734
ENSDARG00000068194.3,6.955418233,6.936754662,7.048228942,6.63361504,7.322229,7.371458408,7.532072388,7.26531024
ENSDARG00000091408.2,8.936052773,8.685007432,9.177497173,9.513124505,8.943626362,9.24891107,8.902885915,8.972063641
ENSDARG00000088058.2,6.219712612,6.816134549,6.219712612,6.708784654,6.219712612,6.745659104,6.631562681,6.486490465
ENSDARG00000098625.1,7.610704223,7.672794769,7.627670257,7.870543207,7.809756006,7.96100045,7.670543403,7.710307561
ENSDARG00000102575.1,6.870076341,7.093553848,6.864943005,6.908131662,6.694880293,6.939090561,6.994456462,6.546215898
ENSDARG00000078810.1,6.219712612,6.219712612,6.387607575,6.219712612,6.393898805,6.219712612,6.219712612,6.219712612
ENSDARG00000099349.1,7.27650262,6.759885668,7.296151197,6.998252144,7.078439734,6.219712612,6.994456462,7.249513019
ENSDARG00000097564.2,7.7191693,7.128121424,6.797771479,7.336580688,7.658640499,7.507478197,8.071769042,7.825228516
ENSDARG00000092018.1,7.901824781,7.737926636,7.69432894,7.667178296,7.264075878,7.810330526,7.258767771,7.689964853
ENSDARG00000098653.2,7.263087945,7.350242071,7.234237307,7.078180904,6.980518793,7.19809147,6.994456462,6.894662578
ENSDARG00000092269.2,8.397611562,8.578764751,8.408821008,8.823473619,8.459057031,8.566909749,8.632193756,8.496381347
ENSDARG00000101653.1,7.083227607,6.219712612,7.048228942,6.742199673,6.710317509,6.850296238,6.770789282,7.011222723
ENSDARG00000043553.7,8.205968157,7.936715745,8.209522297,8.029034701,8.131582663,8.168782117,7.784509656,8.018194533
ENSDARG00000008398.10,8.200213759,8.052891762,8.32026633,8.642080585,8.119482652,8.485188891,7.944651531,8.325828475
ENSDARG00000020711.9,11.61706014,10.95105375,10.75174167,11.10707931,11.8875279,12.03368138,11.98598303,11.84579766
ENSDARG00000076213.4,8.165127204,7.974229361,8.08238315,8.371418702,8.187517444,8.352261126,8.134103701,8.218211028
ENSDARG00000089296.7,8.763023875,8.342362299,8.695422261,8.599827523,8.257542832,8.789611326,8.475902745,8.52277683
ENSDARG00000100348.1,6.467309736,6.219712612,6.219712612,6.857912417,6.725266133,6.219712612,6.706366022,6.751021252
ENSDARG00000104006.1,6.569440766,6.696712405,6.219712612,6.931822717,7.017661427,6.918027383,6.828142443,6.680483164
ENSDARG00000099926.1,6.610483016,6.219712612,6.797771479,6.540757883,6.645096499,6.773772799,6.880273019,6.71705336
ENSDARG00000089026.3,6.870076341,6.842259183,6.219712612,7.039293963,6.866425291,7.152708576,6.880273019,6.841431872
ENSDARG00000075963.4,7.572001552,7.238798128,7.398074631,7.308144609,7.878441916,7.087988582,7.22804745,7.449391949
ENSDARG00000068637.5,10.27278262,10.52520186,10.53844682,10.43468311,9.912063878,10.3178872,10.86922177,10.67336643
ENSDARG00000035308.8,8.460416367,8.56020958,8.495990678,8.453798507,8.701663316,8.86937958,8.659570189,8.694241593
ENSDARG00000101312.1,8.455690276,8.940407675,9.197829533,9.573435702,8.699714976,9.09020875,8.641381243,8.960756226
ENSDARG00000101973.1,7.177986734,7.363274224,7.167598514,7.078180904,7.172708149,7.01736679,7.243541559,7.200339603
ENSDARG00000075580.3,8.079234354,7.936715745,8.076550904,8.360031992,8.034574039,8.336621069,7.793509211,8.19151619
ENSDARG00000104502.1,9.15923072,9.439325244,9.572123883,9.757039428,9.297301614,9.224590848,9.513616034,9.148078819
ENSDARG00000098218.1,6.713106806,7.093553848,6.747986485,6.954691716,6.608265996,6.873707611,6.854776942,6.486490465
ENSDARG00000094297.4,6.742721584,6.759885668,6.510188452,6.63361504,6.465899927,6.745659104,6.219712612,6.546215898
ENSDARG00000102396.1,6.870076341,6.729319182,6.843404446,6.63361504,6.920772019,6.219712612,6.973117673,6.680483164
ENSDARG00000102057.1,6.467309736,6.532791877,6.594295998,6.219712612,6.780937814,6.649932262,6.770789282,6.966968687
ENSDARG00000094155.2,7.031168825,6.661613352,6.944322344,6.742199673,6.627108659,6.649932262,6.219712612,7.092409368
ENSDARG00000018393.9,8.701414463,8.564872597,8.931698767,9.094192729,8.88191882,8.931358972,8.70836118,8.886903386
ENSDARG00000103883.1,7.302748958,7.782246515,7.246969308,7.263765298,6.725266133,6.998602243,7.385451544,7.280833212
ENSDARG00000062820.5,7.13199785,6.78874119,6.797771479,6.883530134,6.662333803,6.896256718,7.015170682,6.486490465
ENSDARG00000070012.4,7.894450825,8.133338805,8.290997856,8.234001718,7.871006087,7.682890552,8.673052591,7.669242388
ENSDARG00000089651.2,9.392794197,9.197435444,9.805195595,9.515587002,9.865427698,9.784068471,10.04963459,8.99440442
ENSDARG00000061992.6,8.997689395,8.735146726,9.093066279,9.21200197,8.888725033,9.009885059,8.681966599,9.009100146
ENSDARG00000055539.6,9.062762473,9.03258008,9.390802228,8.769872092,8.985391877,9.285922422,9.309232842,9.228385151
ENSDARG00000092625.2,6.219712612,6.219712612,6.219712612,6.219712612,6.432981617,6.524485248,6.58833111,6.219712612
ENSDARG00000104687.1,9.425872875,9.271699573,9.591330382,9.734029023,9.481945731,9.791385747,9.353646062,9.393129271
ENSDARG00000013828.7,8.825563534,8.597065942,8.745367252,9.087531637,8.845621279,8.893815991,8.636795344,8.902784249
ENSDARG00000037815.7,6.955418233,6.891289031,7.031922095,6.998252144,7.103071713,7.359222098,6.951099298,7.217042466
ENSDARG00000104292.2,8.267608306,8.059798698,8.29592227,8.234001718,7.417448487,7.395472295,7.128659551,7.474849962
ENSDARG00000071543.6,7.328264738,6.914422183,7.55663848,7.184470312,6.951306932,7.137010915,6.631562681,6.841431872
ENSDARG00000022139.6,7.207295974,7.111026023,7.259520296,7.232908845,6.843266473,6.918027383,7.054911128,7.052912904
ENSDARG00000098706.1,6.569440766,6.661613352,6.219712612,6.219712612,6.219712612,6.219712612,6.670568393,6.751021252
ENSDARG00000095884.2,6.770681927,6.580990472,6.457018342,6.219712612,6.432981617,6.649932262,6.219712612,6.868629558
ENSDARG00000103527.1,6.522770694,7.193130163,6.962745926,6.708784654,7.119074004,6.612688414,6.539161672,6.751021252
ENSDARG00000040864.7,9.649979539,9.877519402,10.12959363,9.563957058,9.391466898,9.677462401,10.09086066,8.82565656
ENSDARG00000099364.1,7.761418316,7.518558857,7.894036239,8.021584523,7.658640499,7.735601781,7.532072388,7.474849962
ENSDARG00000102733.1,7.521541166,6.891289031,7.45035547,7.417096843,7.119074004,6.97932897,7.331265913,7.280833212
ENSDARG00000098719.1,6.647520759,7.388816518,6.692737643,6.857912417,6.980518793,7.070942251,6.706366022,7.092409368
ENSDARG00000093317.2,7.500650754,7.746930016,7.528722431,7.503383252,8.098021303,7.709556801,7.998609107,7.797562161
ENSDARG00000032975.7,6.822548544,6.219712612,6.219712612,6.219712612,6.608265996,6.219712612,6.219712612,6.640632159
ENSDARG00000103086.1,6.467309736,6.400705188,6.387607575,6.405322839,6.588437412,6.219712612,6.219712612,6.408487223
ENSDARG00000089691.2,9.162052172,8.763560853,9.095783751,9.130269135,9.139476381,9.219128454,9.132093692,9.073366743
ENSDARG00000095744.3,12.33183831,11.7024756,12.5272116,11.71442938,12.25286766,11.88874465,12.44241243,11.5041886
ENSDARG00000060264.7,8.984939976,9.35539087,8.435583104,8.987169019,8.768148939,9.131609678,9.008300028,8.898831211
ENSDARG00000058606.8,10.16863976,9.972193998,10.05582951,9.90285634,10.01935198,10.05544527,10.08760599,9.95971224
ENSDARG00000039309.6,6.935110109,6.936754662,7.064187828,6.857912417,6.465899927,6.825922372,6.631562681,6.812908824
ENSDARG00000036156.8,8.342008615,8.093766149,8.50439934,8.660441795,8.498156909,8.522130886,8.268563491,8.689634186
ENSDARG00000096210.3,7.572001552,7.746930016,7.387274827,7.263765298,7.680887439,8.009546497,7.72896872,7.929783091
ENSDARG00000094387.1,6.681518969,6.78874119,6.219712612,6.63361504,6.725266133,6.524485248,6.58833111,6.219712612
ENSDARG00000042535.4,14.16223063,13.15696151,13.96372553,14.01904611,14.38492076,14.68549704,13.81882584,13.78394669
ENSDARG00000090824.2,6.681518969,6.47550747,6.721153906,6.773520828,6.694880293,6.715881313,6.739619213,7.011222723
ENSDARG00000101688.1,7.377300765,7.161264449,7.927538647,7.364178795,7.44538369,7.070942251,7.509063804,7.523928302
ENSDARG00000055253.7,7.753093744,8.093766149,7.845479512,8.079958903,7.283876385,7.395472295,6.951099298,7.23342848
ENSDARG00000070227.4,8.194433141,7.824915636,8.344160806,8.426909326,8.173036777,8.357432922,7.846082267,8.129307809
ENSDARG00000105019.2,6.870076341,7.161264449,7.331368384,6.773520828,7.061570483,6.684118973,6.739619213,7.111427474
ENSDARG00000099006.1,6.892504611,7.337027602,7.583832618,6.976813512,7.103071713,7.321532684,7.331265913,6.943733381
ENSDARG00000089667.3,7.457542291,7.437968862,7.45035547,7.503383252,7.264075878,7.308623379,7.345105832,7.296094035
ENSDARG00000098281.1,6.219712612,6.891289031,6.510188452,6.742199673,6.545093041,6.873707611,6.631562681,6.408487223
ENSDARG00000098514.1,6.219712612,6.891289031,6.554937416,6.590170514,6.85495816,6.715881313,6.770789282,7.032362888
ENSDARG00000101970.1,7.328264738,6.78874119,6.925377061,6.976813512,7.035538607,7.087988582,6.951099298,6.812908824
ENSDARG00000026759.10,9.487555346,9.67736483,9.615915609,9.575795477,9.416090675,9.585586137,9.300746661,9.436858081
ENSDARG00000099381.1,6.935110109,7.282205617,6.554937416,6.482024712,6.85495816,6.825922372,7.035308233,6.640632159
ENSDARG00000055893.6,7.099821724,7.144861169,7.079818287,7.019062911,7.052993282,7.168111878,6.219712612,6.894662578
ENSDARG00000033840.8,10.24022118,10.03848292,10.48743399,10.69174688,10.55976417,10.65887116,10.47987562,10.59071568
ENSDARG00000053804.4,8.278503456,8.256929555,8.250908423,8.516181878,8.241084159,8.417946012,8.187021609,8.355844196
ENSDARG00000101307.2,6.610483016,6.867269039,6.219712612,6.976813512,6.725266133,6.918027383,6.904758189,6.894662578
ENSDARG00000002026.9,9.375958777,9.299245879,9.318619807,9.599179378,9.179947384,9.319436697,9.025688639,9.265352771
ENSDARG00000068127.6,9.864166792,9.624212239,9.379765105,9.21200197,9.420732499,9.431992513,9.783730082,9.906606924
ENSDARG00000100647.1,6.569440766,6.219712612,6.662432489,6.883530134,6.819156468,6.524485248,6.219712612,6.219712612
ENSDARG00000098631.1,9.010322324,8.834014435,9.182608089,9.152749478,8.770001525,8.948091206,8.755454777,8.80461617
ENSDARG00000092275.1,6.522770694,6.47550747,6.594295998,6.405322839,6.219712612,6.219712612,6.219712612,6.486490465
ENSDARG00000009738.10,7.638843263,7.841552676,7.845479512,8.135706233,7.781907283,8.016326098,7.587470979,8.048815495
ENSDARG00000106168.1,6.522770694,6.219712612,6.747986485,6.931822717,6.831337315,6.825922372,7.196203391,6.640632159
ENSDARG00000093177.3,6.219712612,6.816134549,6.843404446,6.219712612,6.545093041,6.612688414,6.219712612,6.219712612
