GeneID,ModuleID
SYNPCC7002_G0060,17
SYNPCC7002_G0074,4
SYNPCC7002_G0078,2
SYNPCC7002_G0079,19
SYNPCC7002_G0080,19
SYNPCC7002_G0081,19
SYNPCC7002_G0082,19
SYNPCC7002_G0083,19
SYNPCC7002_G0084,19
SYNPCC7002_G0085,11
SYNPCC7002_G0086,19
SYNPCC7002_G0087,19
SYNPCC7002_G0088,19
SYNPCC7002_G0089,19
SYNPCC7002_G0090,19
SYNPCC7002_G0092,17
SYNPCC7002_G0098,19
SYNPCC7002_G0099,19
SYNPCC7002_G0101,19
SYNPCC7002_G0103,19
SYNPCC7002_G0104,19
SYNPCC7002_G0105,9
SYNPCC7002_G0108,20
SYNPCC7002_G0109,13
SYNPCC7002_G0110,9
SYNPCC7002_G0120,1
SYNPCC7002_G0123,22
SYNPCC7002_G0126,16
SYNPCC7002_G0133,21
SYNPCC7002_G0135,19
SYNPCC7002_G0136,19
SYNPCC7002_G0137,19
SYNPCC7002_G0138,19
SYNPCC7002_G0139,19
SYNPCC7002_G0156,3
SYNPCC7002_G0161,17
SYNPCC7002_G0165,15
